Gene_name NCBI_gene_ID Gene_type
SMARCA2 6595 protein_coding
NFATC2 4773 protein_coding
JKAMP 51528 protein_coding
COL6A1 1291 protein_coding
CREB5 9586 protein_coding
MLST8 64223 protein_coding
SACS 26278 protein_coding
CAPS 828 protein_coding
EDN1 1906 protein_coding
SLC47A1 55244 protein_coding
SH3KBP1 30011 protein_coding
ZNF57 126295 protein_coding
KLRD1 3824 protein_coding
OLIG2 10215 protein_coding
AMH 268 protein_coding
RHOJ 57381 protein_coding
HDAC11 79885 protein_coding
FAM149B1 317662 protein_coding
OLIG1 116448 protein_coding
MBD3L1 85509 protein_coding
ZNF557 79230 protein_coding
 PRSS51 protein_coding
DNAH11 8701 protein_coding
IFNAR2 3455 protein_coding
 FAM90A10P protein_coding
ARHGEF7 8874 protein_coding
PRAG1 157285 protein_coding
SOCS4 122809 protein_coding
NMRK2 27231 protein_coding
WSB1 26118 protein_coding
MAGOHB 55110 protein_coding
ZWINT 11130 protein_coding
 FAM90A19P protein_coding
KCNH5 27133 protein_coding
SMIM13 221710 protein_coding
BCAS1 8537 protein_coding
GFRA2 2675 protein_coding
INSR 3643 protein_coding
TRMT5 57570 protein_coding
SELENOM 140606 protein_coding
PCBD1 5092 protein_coding
ZFYVE1 53349 protein_coding
CD69 969 protein_coding
SGPL1 8879 protein_coding
MYO18B 84700 protein_coding
BIN3 55909 protein_coding
SYCP2 10388 protein_coding
KLRB1 3820 protein_coding
WDFY4 57705 protein_coding
KDM4B 23030 protein_coding
RBM24 221662 protein_coding
TCEAL7 56849 protein_coding
CLEC2D 29121 protein_coding
BEX1 55859 protein_coding
HECW1 23072 protein_coding
PEMT 10400 protein_coding
SLC25A5 292 protein_coding
H2BC13 8340 protein_coding
RARB 5915 protein_coding
IL10RB 3588 protein_coding
DCAF8L1 139425 protein_coding
SSR1 6745 protein_coding
SPIN4 139886 protein_coding
DCAF12L2 340578 protein_coding
GNL3L 54552 protein_coding
IFNAR1 3454 protein_coding
NUTM2A 728118 protein_coding
DLC1 10395 protein_coding
SUSD6 9766 protein_coding
LRMDA 83938 protein_coding
OLR1 4973 protein_coding
GALNT16 57452 protein_coding
PDSS1 23590 protein_coding
CELF5 60680 protein_coding
TFF3 7033 protein_coding
TRA2A 29896 protein_coding
ZNF22 7570 protein_coding
TRPM2 7226 protein_coding
MED31 51003 protein_coding
ANXA11 311 protein_coding
AQP4 361 protein_coding
CLEC4D 338339 protein_coding
FOXF2 2295 protein_coding
LAMA5 3911 protein_coding
CCK 885 protein_coding
ZSCAN23 222696 protein_coding
PGRMC1 10857 protein_coding
VAV1 7409 protein_coding
SOX4 6659 protein_coding
NCOR1 9611 protein_coding
YBX3 8531 protein_coding
KLHL13 90293 protein_coding
XYLB 9942 protein_coding
ANLN 54443 protein_coding
ACOT1 641371 protein_coding
 ELOA3CP protein_coding
GLYR1 84656 protein_coding
ONECUT2 9480 protein_coding
NARS1 4677 protein_coding
GPR135 64582 protein_coding
AKAP5 9495 protein_coding
SGSM3 27352 protein_coding
ABCD4 5826 protein_coding
LSM14B 149986 protein_coding
TCEAL8 90843 protein_coding
TEX29 121793 protein_coding
SGCZ 137868 protein_coding
ANK3 288 protein_coding
KCTD12 115207 protein_coding
ACOD1 730249 protein_coding
GLOD5 392465 protein_coding
CLN5 1203 protein_coding
OTUD6A 139562 protein_coding
SPANXN2 494119 protein_coding
PHACTR3 116154 protein_coding
PTPRO 5800 protein_coding
THOC2 57187 protein_coding
ATP8B1 5205 protein_coding
ZPBP 11055 protein_coding
DOK2 9046 protein_coding
FBXL3 26224 protein_coding
C16orf91 283951 protein_coding
ZNF598 90850 protein_coding
MYCBP2 23077 protein_coding
MORC2 22880 protein_coding
MTURN 222166 protein_coding
CNTN6 27255 protein_coding
ALPK2 115701 protein_coding
BMPER 168667 protein_coding
CDKAL1 54901 protein_coding
DHRS12 79758 protein_coding
DCDC2 51473 protein_coding
PLEKHJ1 55111 protein_coding
MALT1 10892 protein_coding
SH3BGR 6450 protein_coding
CNOT7 29883 protein_coding
NDUFB10 4716 protein_coding
SERPINE3 647174 protein_coding
H2AC13 8329 protein_coding
LIN52 91750 protein_coding
ID4 3400 protein_coding
USP26 83844 protein_coding
RPL21 6144 protein_coding
LINGO3 645191 protein_coding
SPIN3 169981 protein_coding
NUDT16L1 84309 protein_coding
ZFR2 23217 protein_coding
POTED 317754 protein_coding
 TUG1 protein_coding
EXD2 55218 protein_coding
TNFRSF17 608 protein_coding
RGS19 10287 protein_coding
 FAM90A17P protein_coding
OR4F16 81399 protein_coding
UMODL1 89766 protein_coding
TNFRSF4 7293 protein_coding
METTL21C 196541 protein_coding
ERCC5 2073 protein_coding
HPS4 89781 protein_coding
ADGRE1 2015 protein_coding
TUSC3 7991 protein_coding
PTPN1 5770 protein_coding
TNS3 64759 protein_coding
ZNF662 389114 protein_coding
TNFRSF18 8784 protein_coding
DNAL1 83544 protein_coding
MYRIP 25924 protein_coding
SNTA1 6640 protein_coding
INO80C 125476 protein_coding
ATAD3B 83858 protein_coding
MIDEAS 91748 protein_coding
SLC10A2 6555 protein_coding
BCLAF3 256643 protein_coding
PTPRM 5797 protein_coding
TCEA2 6919 protein_coding
IL17D 53342 protein_coding
NPIPA8 101059953 protein_coding
THAP3 90326 protein_coding
GGACT 87769 protein_coding
DOCK9 23348 protein_coding
ITM2A 9452 protein_coding
GPER1 2852 protein_coding
ADCY9 115 protein_coding
ALDH6A1 4329 protein_coding
TEX13C 100129520 protein_coding
PRDM16 63976 protein_coding
 H2AL1RP protein_coding
LUZP4 51213 protein_coding
IKZF1 10320 protein_coding
NR1H3 10062 protein_coding
FGF20 26281 protein_coding
SPANXB1 728695 protein_coding
KCNE1B 102723475 protein_coding
UQCR11 10975 protein_coding
SMIM10 644538 protein_coding
ZNF77 58492 protein_coding
RCAN1 1827 protein_coding
GNA11 2767 protein_coding
CPPED1 55313 protein_coding
HDAC6 10013 protein_coding
EGR3 1960 protein_coding
ZNF500 26048 protein_coding
NOXRED1 122945 protein_coding
EBF2 64641 protein_coding
DGCR6 8214 protein_coding
GATA5 140628 protein_coding
BTBD2 55643 protein_coding
RSL1D1 26156 protein_coding
ZNF512B 57473 protein_coding
RPL14 9045 protein_coding
LBP 3929 protein_coding
EGLN3 112399 protein_coding
PRKCZ 5590 protein_coding
DOP1B 9980 protein_coding
THEG 51298 protein_coding
 FAM90A8P protein_coding
ZIC5 85416 protein_coding
FAM217B 63939 protein_coding
ESCO2 157570 protein_coding
KCTD4 386618 protein_coding
SLITRK5 26050 protein_coding
L3MBTL4 91133 protein_coding
ATP11A 23250 protein_coding
RBL1 5933 protein_coding
LRIT1 26103 protein_coding
ACOT6 641372 protein_coding
SRGAP3 9901 protein_coding
PRXL2A 84293 protein_coding
MATK 4145 protein_coding
SPTSSA 171546 protein_coding
USP25 29761 protein_coding
PSD3 23362 protein_coding
SLC39A9 55334 protein_coding
DNAH3 55567 protein_coding
USP22 23326 protein_coding
NPSR1 387129 protein_coding
GATA6 2627 protein_coding
LRIT2 340745 protein_coding
KLF12 11278 protein_coding
CYSLTR2 57105 protein_coding
RAB22A 57403 protein_coding
ST8SIA5 29906 protein_coding
OXGR1 27199 protein_coding
A1CF 29974 protein_coding
TRIM39-RPP21 202658 protein_coding
ERP27 121506 protein_coding
E2F3 1871 protein_coding
ADPRHL1 113622 protein_coding
ADPRHL1 101928841 protein_coding
APOBEC1 339 protein_coding
EDN3 1908 protein_coding
ARHGAP28 79822 protein_coding
NFAM1 150372 protein_coding
ACAP3 116983 protein_coding
COMMD6 170622 protein_coding
CLEC7A 64581 protein_coding
ERI2 112479 protein_coding
IFNA21 3452 protein_coding
DRC3 83450 protein_coding
RFTN1 23180 protein_coding
OR4X1 390113 protein_coding
ELAVL2 1993 protein_coding
RRP7A 27341 protein_coding
RPRD1B 58490 protein_coding
FOS 2353 protein_coding
THSD1 55901 protein_coding
FBXO3 26273 protein_coding
INMT 11185 protein_coding
KIF13A 63971 protein_coding
VPS36 51028 protein_coding
KCNJ4 3761 protein_coding
DNAL4 10126 protein_coding
COQ6 51004 protein_coding
ADCY1 107 protein_coding
NPTXR 23467 protein_coding
PUSL1 126789 protein_coding
CBX6 23466 protein_coding
CRYAA2 102724652 protein_coding
GRHPR 9380 protein_coding
PEX10 5192 protein_coding
TIAM1 7074 protein_coding
VPS37A 137492 protein_coding
RELCH 57614 protein_coding
CKAP2 26586 protein_coding
CLEC12A 160364 protein_coding
MRPS24 64951 protein_coding
CMTM8 152189 protein_coding
PLIN3 10226 protein_coding
APOBEC3B 9582 protein_coding
MINPP1 9562 protein_coding
CHCHD4 131474 protein_coding
ADRM1 11047 protein_coding
TMEM184A 202915 protein_coding
CPTP 80772 protein_coding
C8orf58 541565 protein_coding
TFAM 7019 protein_coding
GRM7 2917 protein_coding
SLC24A2 25769 protein_coding
SKI 6497 protein_coding
EEF2 1938 protein_coding
APOBEC3C 27350 protein_coding
MEGF6 1953 protein_coding
OR5L2 26338 protein_coding
TRIM64C 646754 protein_coding
PHF20 51230 protein_coding
APOBEC3F 200316 protein_coding
HNRNPA1L2 144983 protein_coding
FOLH1 2346 protein_coding
C8orf48 157773 protein_coding
FAM234B 57613 protein_coding
SUGT1 10910 protein_coding
ZNF32 7580 protein_coding
VWC2 375567 protein_coding
CHMP7 91782 protein_coding
UNC5B 219699 protein_coding
APOBEC3G 60489 protein_coding
TRPM6 140803 protein_coding
MYO1F 4542 protein_coding
TBX20 57057 protein_coding
PLEKHD1 400224 protein_coding
FAS 355 protein_coding
TAB1 10454 protein_coding
STC1 6781 protein_coding
CYP2W1 54905 protein_coding
LTBP2 4053 protein_coding
SMCO3 440087 protein_coding
GTF2E2 2961 protein_coding
GSPT1 2935 protein_coding
ZNF532 55205 protein_coding
TAS1R3 83756 protein_coding
SFRP4 6424 protein_coding
FAM90A1 55138 protein_coding
ERRFI1 54206 protein_coding
MGAT3 4248 protein_coding
TRIM35 23087 protein_coding
PEX14 5195 protein_coding
PDE6H 5149 protein_coding
MIEF1 54471 protein_coding
GUCY2C 2984 protein_coding
TBRG4 9238 protein_coding
SLC4A7 9497 protein_coding
NOL4L 140688 protein_coding
FAM86B2 653333 protein_coding
KISS1R 84634 protein_coding
TNFRSF10A 8797 protein_coding
TMEM259 91304 protein_coding
GGT7 2686 protein_coding
PRB2 653247 protein_coding
RPS19BP1 91582 protein_coding
CCDC154 645811 protein_coding
C18orf32 497661 protein_coding
A2ML1 144568 protein_coding
MAK16 84549 protein_coding
TSHZ1 10194 protein_coding
SLC25A18 83733 protein_coding
APCDD1 147495 protein_coding
HS3ST4 9951 protein_coding
NPW 283869 protein_coding
LPL 4023 protein_coding
NAPG 8774 protein_coding
SAMD10 140700 protein_coding
RHOT2 89941 protein_coding
TLE2 7089 protein_coding
VRTN 55237 protein_coding
DNAJC11 55735 protein_coding
TBC1D26 353149 protein_coding
ISCA2 122961 protein_coding
ATP6V1E1 529 protein_coding
JDP2 122953 protein_coding
BEX3 27018 protein_coding
HMBOX1 79618 protein_coding
AMPH 273 protein_coding
MAGEC2 51438 protein_coding
PIEZO2 63895 protein_coding
IFNA1 3439 protein_coding
RBPJL 11317 protein_coding
TMEM185A 84548 protein_coding
PAX5 5079 protein_coding
SPSB1 80176 protein_coding
ALKBH5 54890 protein_coding
SVIP 258010 protein_coding
SPATA7 55812 protein_coding
LZIC 84328 protein_coding
KCNJ12 3768 protein_coding
DNAJC24 120526 protein_coding
SDC4 6385 protein_coding
SLITRK4 139065 protein_coding
DHRS7B 25979 protein_coding
BCL2L13 23786 protein_coding
NAP1L2 4674 protein_coding
GHITM 27069 protein_coding
SYS1 90196 protein_coding
C12orf60 144608 protein_coding
HTATSF1 27336 protein_coding
LDHC 3948 protein_coding
STYK1 55359 protein_coding
NAT2 10 protein_coding
ESPN 83715 protein_coding
 SYS1-DBNDD2 protein_coding
CDC14C 168448 protein_coding
POM121L12 285877 protein_coding
VDAC2 7417 protein_coding
TMEM248 55069 protein_coding
TP53TG5 27296 protein_coding
SERPINA7 6906 protein_coding
NRIP2 83714 protein_coding
DRG2 1819 protein_coding
STX16 8675 protein_coding
TFDP3 51270 protein_coding
CLEC2A 387836 protein_coding
IGBP1 3476 protein_coding
SLC18A1 6570 protein_coding
HES3 390992 protein_coding
BCAT1 586 protein_coding
RAB40A 142684 protein_coding
DNASE1L2 1775 protein_coding
SYCP2L 221711 protein_coding
SPANXN3 139067 protein_coding
GOLGA8S 653061 protein_coding
MICAL3 57553 protein_coding
AWAT1 158833 protein_coding
ASL 435 protein_coding
CT47A12 100507170 protein_coding
MRPL54 116541 protein_coding
TPMT 7172 protein_coding
SHD 56961 protein_coding
FBXO33 254170 protein_coding
RHOXF2 84528 protein_coding
SLC2A5 6518 protein_coding
OR5D14 219436 protein_coding
TCEAL2 140597 protein_coding
TOGARAM1 23116 protein_coding
ATCAY 85300 protein_coding
LGR4 55366 protein_coding
SOCS6 9306 protein_coding
WDR44 54521 protein_coding
GREB1L 80000 protein_coding
TMC5 79838 protein_coding
PRSS16 10279 protein_coding
TEAD4 7004 protein_coding
DOHH 83475 protein_coding
DVL1 1855 protein_coding
ACP2 53 protein_coding
PPP1R3C 5507 protein_coding
GPX4 2879 protein_coding
PLA2G12B 84647 protein_coding
GRID1 2894 protein_coding
ESCO1 114799 protein_coding
PWWP3B 139221 protein_coding
ZSWIM7 125150 protein_coding
 OR4N4C protein_coding
RAB41 347517 protein_coding
 STX16-NPEPL1 protein_coding
CCAR2 57805 protein_coding
NPEPL1 79716 protein_coding
AP5M1 55745 protein_coding
KLRK1 22914 protein_coding
KLRK1 100528032 protein_coding
SNRPD1 6632 protein_coding
ABHD3 171586 protein_coding
ARHGEF6 9459 protein_coding
ZNF558 148156 protein_coding
TMEM63C 57156 protein_coding
RPS24 6229 protein_coding
WBP11 51729 protein_coding
MTHFR 4524 protein_coding
KDSR 2531 protein_coding
CAGE1 285782 protein_coding
ADAMTS10 81794 protein_coding
STK38L 23012 protein_coding
NELFCD 51497 protein_coding
ANKMY2 57037 protein_coding
SLC35F4 341880 protein_coding
ALG13 79868 protein_coding
AIPL1 23746 protein_coding
ANKRD18A 253650 protein_coding
BMP4 652 protein_coding
VPS4B 9525 protein_coding
CCDC6 8030 protein_coding
OR4C3 256144 protein_coding
SLC15A5 729025 protein_coding
CCT6A 908 protein_coding
C10orf99 387695 protein_coding
TTC6 319089 protein_coding
FAR2 55711 protein_coding
CREBBP 1387 protein_coding
GLYATL1 92292 protein_coding
 ANKRD20A4P protein_coding
SHANK3 85358 protein_coding
MYDGF 56005 protein_coding
SERPINB5 5268 protein_coding
FUT10 84750 protein_coding
C9orf72 203228 protein_coding
GYS2 2998 protein_coding
UHRF1 29128 protein_coding
BCL2 596 protein_coding
OR5D13 390142 protein_coding
MYLK4 340156 protein_coding
ANKRD62 342850 protein_coding
NUP160 23279 protein_coding
UNC5D 137970 protein_coding
USP42 84132 protein_coding
FANCM 57697 protein_coding
LEMD2 221496 protein_coding
CAPRIN2 65981 protein_coding
TRMU 55687 protein_coding
CIDEA 1149 protein_coding
TUBB1 81027 protein_coding
GNAQ 2776 protein_coding
ATP5F1E 514 protein_coding
TUBB6 84617 protein_coding
PRELID3B 51012 protein_coding
TRPV2 51393 protein_coding
ALDH1A1 216 protein_coding
FEM1A 55527 protein_coding
TRIL 9865 protein_coding
NACAD 23148 protein_coding
HCN2 610 protein_coding
RPS15A 6210 protein_coding
FOXC1 2296 protein_coding
H3C10 8357 protein_coding
GDF5 8200 protein_coding
PPIL1 51645 protein_coding
KCNAB2 8514 protein_coding
MUC16 94025 protein_coding
MYOF 26509 protein_coding
ERVFRD-1 405754 protein_coding
CEP250 11190 protein_coding
XPO7 23039 protein_coding
NHLRC1 378884 protein_coding
FAM221A 340277 protein_coding
CDYL 9425 protein_coding
FBXO39 162517 protein_coding
OR9Q1 219956 protein_coding
ELAVL1 1994 protein_coding
PSEN1 5663 protein_coding
OR4C16 219428 protein_coding
NATD1 256302 protein_coding
C9orf85 138241 protein_coding
PTPRJ 5795 protein_coding
DOCK6 57572 protein_coding
SLC28A3 64078 protein_coding
BCL7B 9275 protein_coding
CPD 1362 protein_coding
GOLGA6L6 727832 protein_coding
DCUN1D3 123879 protein_coding
MOCS1 4337 protein_coding
FAM210A 125228 protein_coding
MAGEA10 4109 protein_coding
GABRA5 2558 protein_coding
FOXB2 442425 protein_coding
PGM5 5239 protein_coding
HPRT1 3251 protein_coding
PTGDR2 11251 protein_coding
TRIM44 54765 protein_coding
GRAMD4 23151 protein_coding
SSTR5 6755 protein_coding
RNMT 8731 protein_coding
PSAT1 29968 protein_coding
OSBP 5007 protein_coding
SEPTIN14 346288 protein_coding
CD40LG 959 protein_coding
BMS1 9790 protein_coding
ZNF620 253639 protein_coding
C20orf173 140873 protein_coding
MGST1 4257 protein_coding
NIPSNAP2 2631 protein_coding
RGS11 8786 protein_coding
OR4S1 256148 protein_coding
OR10W1 81341 protein_coding
CELSR1 9620 protein_coding
PNMA5 114824 protein_coding
MSR1 4481 protein_coding
FGD5 152273 protein_coding
OR5B17 219965 protein_coding
UNC5CL 222643 protein_coding
MYO1D 4642 protein_coding
GAS2 2620 protein_coding
GOLGA8M 653720 protein_coding
BRS3 680 protein_coding
HHEX 3087 protein_coding
IDNK 414328 protein_coding
ASB12 142689 protein_coding
CT47A11 255313 protein_coding
TSPO2 222642 protein_coding
PDE4A 5141 protein_coding
ANKRD22 118932 protein_coding
FGF13 2258 protein_coding
CCSER2 54462 protein_coding
CLEC6A 93978 protein_coding
PSPH 5723 protein_coding
DPPA3 359787 protein_coding
RASEF 158158 protein_coding
MC5R 4161 protein_coding
GRM4 2914 protein_coding
RIOX1 79697 protein_coding
VASH1 22846 protein_coding
ART4 420 protein_coding
EMILIN2 84034 protein_coding
AMER1 139285 protein_coding
LPIN2 9663 protein_coding
SH3BP1 23616 protein_coding
SPANXN4 441525 protein_coding
NMRK1 54981 protein_coding
LMO3 55885 protein_coding
ZIC3 7547 protein_coding
AHSA1 10598 protein_coding
ZP1 22917 protein_coding
NSDHL 50814 protein_coding
ZNF713 349075 protein_coding
DPYSL2 1808 protein_coding
REEP3 221035 protein_coding
TRIM73 375593 protein_coding
RNLS 55328 protein_coding
MYOM1 8736 protein_coding
SPANXC 64663 protein_coding
POLR1E 64425 protein_coding
 ARHGAP19-SLIT1 protein_coding
NAT10 55226 protein_coding
IL1RAPL2 26280 protein_coding
CDC37 11140 protein_coding
POLE2 5427 protein_coding
SUN3 256979 protein_coding
ZNF438 220929 protein_coding
SPANXN1 494118 protein_coding
CETN2 1069 protein_coding
BLMH 642 protein_coding
PDCD6IP 10015 protein_coding
MAGEC3 139081 protein_coding
RBM12 10137 protein_coding
RANGAP1 5905 protein_coding
ZNF823 55552 protein_coding
FITM2 128486 protein_coding
RPUSD1 113000 protein_coding
SHC3 53358 protein_coding
ZNF440 126070 protein_coding
TTPAL 79183 protein_coding
TLL2 7093 protein_coding
HSFX1 100506164 protein_coding
CMC4 100272147 protein_coding
TYK2 7297 protein_coding
PRMT8 56341 protein_coding
RPS6 6194 protein_coding
RHOXF1 158800 protein_coding
AOAH 313 protein_coding
CLU 1191 protein_coding
CSAG2 102723547 protein_coding
SERINC3 10955 protein_coding
SPANXA1 30014 protein_coding
MAGEA8 4107 protein_coding
ACTA2 59 protein_coding
POMGNT2 84892 protein_coding
RTL4 340595 protein_coding
GOLM1 51280 protein_coding
NEMF 9147 protein_coding
GNG13 51764 protein_coding
IDS 3423 protein_coding
CSRNP1 64651 protein_coding
MBOAT1 154141 protein_coding
MGP 4256 protein_coding
PKIG 11142 protein_coding
SCNN1B 6338 protein_coding
MYLIP 29116 protein_coding
NF1 4763 protein_coding
MYL12A 10627 protein_coding
NRBF2 29982 protein_coding
CCDC174 51244 protein_coding
DYDC1 143241 protein_coding
ZNF441 126068 protein_coding
STYXL1 51657 protein_coding
ITFG2 55846 protein_coding
ZNF136 7695 protein_coding
BID 637 protein_coding
PALD1 27143 protein_coding
TMIGD2 126259 protein_coding
ANKRD20A3P 642929 protein_coding
MYL12B 103910 protein_coding
OR4B1 119765 protein_coding
ARFGAP2 84364 protein_coding
TLDC2 140711 protein_coding
CSAG1 158511 protein_coding
SRSF5 6430 protein_coding
DDX39A 10212 protein_coding
SETBP1 26040 protein_coding
ZFAND3 60685 protein_coding
CYP2C19 1557 protein_coding
 PWWP4 protein_coding
OSER1 51526 protein_coding
MAGEA12 4111 protein_coding
H2AJ 55766 protein_coding
DYRK4 8798 protein_coding
PRR35 146325 protein_coding
CT47A7 653282 protein_coding
JPH2 57158 protein_coding
TSPAN14 81619 protein_coding
 FAM90A16P protein_coding
LDOC1 23641 protein_coding
ENTPD3 956 protein_coding
SLC9A3R2 9351 protein_coding
MTCP1 4515 protein_coding
GOLGA7 51125 protein_coding
TUT7 79670 protein_coding
DSC3 1825 protein_coding
SRSF6 6431 protein_coding
HDHD5 27440 protein_coding
ZNF117 51351 protein_coding
ZNF117 109504726 protein_coding
MAGEA6 4105 protein_coding
GABRA3 2556 protein_coding
GRB10 2887 protein_coding
SGK2 10110 protein_coding
RAB3D 9545 protein_coding
DSC1 1823 protein_coding
MAGEA11 4110 protein_coding
TIMP3 7078 protein_coding
SUMF1 285362 protein_coding
SUMF1 100130207 protein_coding
